artist_mbid,spotify_id
f94db5b3-9260-4e81-9d35-6806e50c713f,0hirZ8kPPdM9pzXpoagB4w
0f4b08d1-32dd-498c-b513-5689f547ddb4,4OFuKxuZg7eKcAj9Bg5off
5230f750-e29f-40c4-b240-30f7ce15be4f,3yTebTUCCcdO6f6RN7vVlY
9a0573bd-4459-4129-9ac8-2bfeeb29aa68,0WltbqTQesQswpkp0yLQq0
544e6457-4680-4c5a-bed2-56e7f969914d,3lgkyCcmvmuJWsVXLapvyA
3ec27ec6-378c-4164-95c1-de2b041b9bb1,06cLuOP0p7VAnBnqil1eWX
b1d944c4-0cc7-4a7a-a696-7c22f19ce683,0fyeDP3ApAyYIYlMf1mnwB
7d65abca-4860-4a1e-a29a-f2127ad393c8,2DwXtK5FTaeZRjy7tqiZU0
26d3357c-fa69-4b5a-8781-56e59cc88bda,5tLyDlagkzv248K85z6mei
b981ba72-0f05-449e-a94b-69e3ed7db5cd,5iWWNZyZowANXn9EDjXSb4
76cd7e78-6a3d-4a93-b757-b332b52ff022,1cQUSNfRVNx5FOuTwTXIZp
202a67e4-281d-4a32-9fca-36cd519fd257,2F5B5YgPDinjL9x35lkkke
dee8c55e-34fe-432b-95c4-671d49c583bf,3VJ42M7AMhxOlBWEn69GKg
bb8026d4-28aa-412c-a7cf-d951e9e7648a,6zxsn8XiVwz1Xs6uUvJ45U
4b4fe01a-0df8-4b24-a43d-39b194a4bb0b,0UQW5kxRc9XEPwasEQH1rc
c7e198a8-d7c0-4dc3-9311-8bce5390b04b,2YFTg9zTukhLGSS8TAUw6p
ef46f19f-5d56-4757-8fe4-d5f79dd143c4,4zBSlKX0hLrCJ60FSBvAnA
b544133a-b262-451e-84b6-7bea2e61ce60,0tCtGc5vt29zFZp6KXzN50
906c39c0-e839-43db-a644-ea1a0101e8f8,45ft4DyTCEJfQwTBHXpdhM
edc749b6-7429-47b2-be34-87f2e4d83c0e,5CLdZhM4rpyV6oBBTwQafa
6afd87df-7f72-4598-8922-297a3d00c32d,7Io0XduXk7aOHFHA7sLru2
f29b8175-1fb0-4c69-9e55-fdba74713d00,1KIDG4HY3NAKQ8w6Tt2UNb
cb445fe6-4e42-4761-bd8d-5befeeb682dd,2orIEMw3OyKWIaZ6CGueGg
57574925-8ea1-46de-84fd-2f274c4bf2ee,71TEPNzecrRhDfR2IffgpW
23964660-e7a0-4ba7-86c8-1cd793fa074a,188VINPQh5dyNfLUkevKqf
11c14cc0-595c-4bef-bc26-728df419698e,7LNFEb2Axhj6CMHx3coSZc
f9fe1b31-27ca-47ae-b2b1-42edcd94c507,4i8FBxE7LJQKpBiJCAnCmd
79ff6b60-f6fe-431a-9435-987d4f87980a,5c2KsqLRd6IMPaTvBzBAYO
2a291f34-73cb-40c5-b721-eab1269c7ba8,1HJHwWck1EY096ea2iPAHO
8ff12724-c0e7-42d5-8f37-f0b9b3b1e6b0,4nOjFnVfctb57HBMOiSHHr
dd729a79-9e21-4cf0-90f5-71256b45dbfb,6uzpq4WJfjxrehmuHyiuQE
5d764f32-9efc-4039-8056-96465263ae4f,3rL83sO0ilg7wmUY67IJqm
29ec0237-4216-4488-aa09-2114f7b9a85c,4sgYkl9gUgV0vQhPPgtyx3
00cbdb74-7dd0-4fbe-8128-6ae067ea51db,1dOJcD5yVX1WKxsMbGhehE
a50084a5-7009-47a1-81b7-1bb18d09bda4,0FEx2DeyIuHKZN5zQX6XOs
bf444bc5-96cc-456b-a3f2-9f8a9e61d4aa,422REPNwbkaPWJlvRZPf6l
ed021420-1f77-412e-8745-67567a886150,7KTRbZ1YTch5oXQOmQTStM
37740f6a-5873-420c-a72a-775aefe736b5,0g5BdWwyb5SWkGnz9p4neX
830ac421-7472-41bb-8ccd-3dc80ff0f930,4SIjsqKdaPeIVDqrALa4Mv
9e9e2a33-905c-4436-8ad8-8d9df00ba23d,2uWnaksLeKJa9cAZHpL1pM
4b0cb524-df16-4965-9a86-82a9d79a2e37,5Nh5DgnJFZ4wvCL7LK5FyX
377132da-f6c3-4532-a408-88b0981b36e2,5MhEMJlZZk6fk8MjDebFEp
4a057e4d-afa7-4b91-897f-28017a4c7e51,50AWbCtpX2Hk9qnocJ34gk
ca14652b-6f3d-4fab-b902-4f8d83c4d7f3,0wqQbLZW8sJBokOqVxqv3U
b5cdc6de-e336-4eb3-a32e-82dc15e9f2cc,6d3Ln06qXCe5Mt85yEFxE6
e5bbe9d4-d91e-4c81-8735-3a64ed9b21db,431WfHkgqtITULoPY33bLx
e95d91f2-9bf8-4439-b169-cc67f051c46e,3aCyI9bM14mcQajmM5641q
